"Ativo","Data","LiqGer| consolid:sim*","LiqGer| consolid:sim*","LiqCor| consolid:sim*","CapGir| Em moeda orig| em milhares| consolid:sim*","Cap Empl| Em moeda orig| em milhares| consolid:sim*"
"PETR4<XBSP>","1T1988","-","-","-","-","-"
"PETR4<XBSP>","2T1988","-","-","-","-","-"
"PETR4<XBSP>","3T1988","-","-","-","-","-"
"PETR4<XBSP>","4T1988",0.80555647852,0.80555647852,0.95248430338,-0.064516363638,2.8617003636
"PETR4<XBSP>","1T1989","-","-","-","-","-"
"PETR4<XBSP>","2T1989","-","-","-","-","-"
"PETR4<XBSP>","3T1989","-","-","-","-","-"
"PETR4<XBSP>","4T1989",0.73182691026,0.73182691026,0.87418585314,-2.8919109091,53.761611636
"PETR4<XBSP>","1T1990","-","-","-","-","-"
"PETR4<XBSP>","2T1990","-","-","-","-","-"
"PETR4<XBSP>","3T1990","-","-","-","-","-"
"PETR4<XBSP>","4T1990",0.87168446064,0.87168446064,0.98976566669,-3.4176658177,594.59089927
"PETR4<XBSP>","1T1991","-","-","-","-","-"
"PETR4<XBSP>","2T1991","-","-","-","-","-"
"PETR4<XBSP>","3T1991","-","-","-","-","-"
"PETR4<XBSP>","4T1991",1.4321967756,1.4321967756,1.5675464078,1072.8767273,6177.5869091
"PETR4<XBSP>","1T1992","-","-","-","-","-"
"PETR4<XBSP>","2T1992","-","-","-","-","-"
"PETR4<XBSP>","3T1992",1.3380556995,1.3380556995,1.1435716123,2024.4474677,40307.422492
"PETR4<XBSP>","4T1992",1.393827738,1.393827738,0.66372425564,-9138.3603636,77126.308727
"PETR4<XBSP>","1T1993","-","-","-","-","-"
"PETR4<XBSP>","2T1993","-","-","-","-","-"
"PETR4<XBSP>","3T1993","-","-","-","-","-"
"PETR4<XBSP>","4T1993",1.4138470038,1.4138470038,0.97729017198,-14137.090909,2184557.0909
"PETR4<XBSP>","1T1994","-","-","-","-","-"
"PETR4<XBSP>","2T1994","-","-","-","-","-"
"PETR4<XBSP>","3T1994","-","-","-","-","-"
"PETR4<XBSP>","4T1994",1.6682162166,1.6682162166,1.1520815082,851138.00001,21416286
"PETR4<XBSP>","1T1995","-","-","-","-","-"
"PETR4<XBSP>","2T1995","-","-","-","-","-"
"PETR4<XBSP>","3T1995","-","-","-","-","-"
"PETR4<XBSP>","4T1995",1.598932337,1.598932337,0.84233623192,-1157507,27549214
"PETR4<XBSP>","1T1996","-","-","-","-","-"
"PETR4<XBSP>","2T1996","-","-","-","-","-"
"PETR4<XBSP>","3T1996","-","-","-","-","-"
"PETR4<XBSP>","4T1996",1.3729059743,1.3729059743,0.67049289758,-3227815,31132607
"PETR4<XBSP>","1T1997","-","-","-","-","-"
"PETR4<XBSP>","2T1997","-","-","-","-","-"
"PETR4<XBSP>","3T1997","-","-","-","-","-"
"PETR4<XBSP>","4T1997",1.2993012042,1.2993012042,0.6772361085,-3550346,34498819
"PETR4<XBSP>","1T1998","-","-","-","-","-"
"PETR4<XBSP>","2T1998","-","-","-","-","-"
"PETR4<XBSP>","3T1998","-","-","-","-","-"
"PETR4<XBSP>","4T1998",1.1413951068,1.1413951068,0.65694140273,-3666753,35840933
"PETR4<XBSP>","1T1999",0.94104610266,0.94104610266,0.51065172238,-6628035,38028909
"PETR4<XBSP>","2T1999",0.94125876495,0.94125876495,0.57733484462,-5889896,39923008
"PETR4<XBSP>","3T1999",0.7996079542,0.7996079542,0.78279998243,-3828255,48504806
"PETR4<XBSP>","4T1999",0.83421218718,0.83421218718,0.81437740469,-3355583,49062799
"PETR4<XBSP>","1T2000",0.90788080895,0.90788080895,0.88541892186,-2115925,50679193
"PETR4<XBSP>","2T2000",0.95004349506,0.95004349506,0.99446662125,-94206.000016,52926797
"PETR4<XBSP>","3T2000",0.99115370852,0.99115370852,1.2334481715,3990814,54403458
"PETR4<XBSP>","4T2000",0.98120838911,0.98120838911,1.2092889691,4215444,54919970
"PETR4<XBSP>","1T2001",1.0204290695,1.0204290695,1.367239924,7135991,57140033
"PETR4<XBSP>","2T2001",1.042713323,1.042713323,1.348237547,8397224,54603496
"PETR4<XBSP>","3T2001",1.0144931837,1.0144931837,1.4646233674,11441113,58636409
"PETR4<XBSP>","4T2001",0.99889064759,0.99889064759,1.5519991211,12068996,58426929
"PETR4<XBSP>","1T2002",1.0004688793,1.0004688793,1.5938496287,12143289,58710820
"PETR4<XBSP>","2T2002",0.97011609117,0.97011609117,1.5838830179,12359488,63179619
"PETR4<XBSP>","3T2002",0.91012051592,0.91012051592,1.507515889,14101263,73410377
"PETR4<XBSP>","4T2002",0.87100699313,0.87100699313,1.3149130839,9203971,74048826
"PETR4<XBSP>","1T2003",0.91380879289,0.91380879289,1.3767373029,11901397,83097465
"PETR4<XBSP>","2T2003",0.82012463218,0.82012463218,1.4397919121,12693206,97762255
"PETR4<XBSP>","3T2003",0.82478153881,0.82478153881,1.4342453249,14436521,103348246
"PETR4<XBSP>","4T2003",0.81023700818,0.81023700818,1.4057532707,14971429,107468570
"PETR4<XBSP>","1T2004",0.82933375115,0.82933375115,1.5313743003,17387446,111049429
"PETR4<XBSP>","2T2004",0.81504801685,0.81504801685,1.5569253743,17696443,116643526
"PETR4<XBSP>","3T2004",0.82141858848,0.82141858848,1.5427812478,17861759,117801574
"PETR4<XBSP>","4T2004",0.82323007075,0.82323007075,1.5103195592,17329427,118572327
"PETR4<XBSP>","1T2005",0.71248765062,0.71248765062,1.4626136407,16516278,141559268
"PETR4<XBSP>","2T2005",0.72359965168,0.72359965168,1.5552419905,18018059,142127120
"PETR4<XBSP>","3T2005",0.78125682177,0.78125682177,1.5855232732,20537860,145475780
"PETR4<XBSP>","4T2005",0.7579747134,0.7579747134,1.4219777314,17875040,151663956
"PETR4<XBSP>","1T2006",0.81267925691,0.81267925691,1.4933467135,20462663,155398974
"PETR4<XBSP>","2T2006",0.8503371502,0.8503371502,1.6054893874,23391088,163560555
"PETR4<XBSP>","3T2006",0.82963370821,0.82963370821,1.5088148827,22085486,168497086
"PETR4<XBSP>","4T2006",0.79510049895,0.79510049895,1.3958268282,19062000,174902982
"PETR4<XBSP>","1T2007",0.78670575253,0.78670575253,1.4717325646,19124308,178396349
"PETR4<XBSP>","2T2007",0.78459506541,0.78459506541,1.4182357046,16983695,180531804
"PETR4<XBSP>","3T2007",0.76729347754,0.76729347754,1.2905550748,12180359,185193399
"PETR4<XBSP>","4T2007",0.6874498408,0.6874498408,1.1223583988,5818755,192174019
"PETR4<XBSP>","1T2008",0.68929143324,0.68929143324,1.3061152792,12960174,204737668
"PETR4<XBSP>","2T2008",0.73397239447,0.73397239447,1.3472336266,15465526,214026265
"PETR4<XBSP>","3T2008",0.70593175546,0.70593175546,1.2394849944,12536509,231161226
"PETR4<XBSP>","4T2008",0.56124812752,0.56124812752,1.0162749873,1018116.9999,242881148
"PETR4<XBSP>","1T2009",0.55483613374,0.55483613374,1.0102205696,649869,255867286
"PETR4<XBSP>","2T2009",0.54159228076,0.54159228076,1.0338043207,1884164,262150328
"PETR4<XBSP>","3T2009",0.58078463831,0.58078463831,1.4473073593,23401865,291696549
"PETR4<XBSP>","4T2009",0.55846018959,0.55846018959,1.3212906191,18644378,302464824
"PETR4<XBSP>","1T2010",0.57864252392,0.57864252392,1.237929403,14311001.999,326185443
"PETR4<XBSP>","2T2010",0.54425514089,0.54425514089,1.1367495518,8659132.9999,344327507
"PETR4<XBSP>","3T2010",0.72971339175,0.72971339175,1.705940473,46104997,465073126
"PETR4<XBSP>","4T2010",0.69204957181,0.69204957181,1.8771139626,49850487,478803618
"PETR4<XBSP>","1T2011",0.6999548584,0.6999548584,1.9811145588,59446049,500950425
"PETR4<XBSP>","2T2011",0.69112237859,0.69112237859,1.9646698229,58672328,510499357
"PETR4<XBSP>","3T2011",0.64458508162,0.64458508162,1.7795185195,52782164,534432705
"PETR4<XBSP>","4T2011",0.60822390753,0.60822390753,1.7762723527,52951349,549903978
"PETR4<XBSP>","1T2012",0.60539152149,0.60539152149,1.9161306531,60421073,567884178
"PETR4<XBSP>","2T2012",0.55314227851,0.55314227851,1.8489383445,53408511,582726455
"PETR4<XBSP>","3T2012",0.54156571775,0.54156571775,1.9581422102,61559195,597775594
"PETR4<XBSP>","4T2012",0.49751922335,0.49751922335,1.6963634447,48481229,623415509
"PETR4<XBSP>","1T2013",0.47713344456,0.47713344456,1.7057472321,48364217,641348417
"PETR4<XBSP>","2T2013",0.49650210489,0.49650210489,2.1229688615,76546036,699062726
"PETR4<XBSP>","3T2013",0.47712932563,0.47712932563,1.9617250727,67282439,706661760
"PETR4<XBSP>","4T2013",0.41460872147,0.41460872147,1.4947116634,40825848,689225006
"PETR4<XBSP>","1T2014",0.460516349,0.460516349,1.906532218,75918749,740111935
"PETR4<XBSP>","2T2014",0.43231004496,0.43231004496,1.9170564473,69014000,748649000
"PETR4<XBSP>","3T2014",0.40314147187,0.40314147187,1.6875619776,58242000,759276000
"PETR4<XBSP>","4T2014",0.38356127487,0.38356127487,1.6334942354,52364000,742281000
"PETR4<XBSP>","1T2015",0.36575984919,0.36575984919,1.522427207,47206000,781310000
"PETR4<XBSP>","2T2015",0.39391266712,0.39391266712,1.594297984,59784000,803358000
"PETR4<XBSP>","3T2015",0.3833541478,0.3833541478,1.6075611334,66661000,875219000
"PETR4<XBSP>","4T2015",0.38065726676,0.38065726676,1.5199243538,58009000,845945000
"PETR4<XBSP>","1T2016",0.36077648087,0.36077648087,1.3609317129,38785000,813828000
"PETR4<XBSP>","2T2016",0.35448401591,0.35448401591,1.5848878479,48944000,771164000
"PETR4<XBSP>","3T2016",0.38060385447,0.38060385447,1.7475914524,61923000,757477000
"PETR4<XBSP>","4T2016",0.3847468861,0.3847468861,1.7976147942,64740000,755633000
"PETR4<XBSP>","1T2017",0.37441472523,0.37441472523,1.708245728,55581000,744540000
"PETR4<XBSP>","2T2017",0.38389314513,0.38389314513,2.0357163275,72467000,764071000
"PETR4<XBSP>","3T2017",0.38970725928,0.38970725928,2.0202953065,72694000,756051000
"PETR4<XBSP>","4T2017",0.40374012735,0.40374012735,1.8890046647,73374000,772224000
"PETR4<XBSP>","1T2018",0.39847364568,0.39847364568,1.8614880434,67296000,761511000
"PETR4<XBSP>","2T2018",0.39938063443,0.39938063443,1.704154804,59606000,780986000
"PETR4<XBSP>","3T2018",0.40621226434,0.40621226434,1.5966600051,56129000,788919000
"PETR4<XBSP>","4T2018",0.39707416844,0.39707416844,1.4794370956,46538000,777701000
"PETR4<XBSP>","1T2019",0.329881101,0.329881101,1.1503095853,17066000,871631000
"PETR4<XBSP>","2T2019",0.40146379397,0.40146379397,1.310720946,42987000,871282000
"PETR4<XBSP>","3T2019",0.36153027759,0.36153027759,1.1043019602,13940999.999,845666000
"PETR4<XBSP>","4T2019",0.29257394628,0.29257394628,0.96516483422,-4045999.9999,851003000
"PETR4<XBSP>","1T2020",0.38459116082,0.38459116082,1.2130349978,28725000,896042000
"PETR4<XBSP>","2T2020",0.42418259964,0.42418259964,1.4006201056,57757000,937255000
"PETR4<XBSP>","3T2020",0.39136502911,0.39136502911,1.0777365571,10938000,893092000
"PETR4<XBSP>","4T2020",0.36567845044,0.36567845044,1.0442888904,6036000.0003,902496000
"PETR4<XBSP>","1T2021",0.39517106711,0.39517106711,1.2370309073,29503000,923163000
"PETR4<XBSP>","2T2021",0.38625385756,0.38625385756,1.3071707683,35610000,867725000
"PETR4<XBSP>","3T2021",0.40730050083,0.40730050083,1.1995471067,27670000,885564000
"PETR4<XBSP>","4T2021",0.42552582409,0.42552582409,1.2470777464,33334000,888669000
"PETR4<XBSP>","1T2022",0.50755607629,0.50755607629,1.5320913517,69290000,911758000
"PETR4<XBSP>","2T2022",0.52592489973,0.52592489973,1.3133263612,53628000,882520000
"PETR4<XBSP>","3T2022",0.43950762814,0.43950762814,1.1731869491,23520000,858495000
"PETR4<XBSP>","4T2022",0.44710643385,0.44710643385,0.99585295393,-679000,860628000
"PETR4<XBSP>","1T2023",0.48010508161,0.48010508161,1.2237757882,28744000,899610000
"PETR4<XBSP>","2T2023",0.41989524053,0.41989524053,0.90248616416,-14783000,888678000
"PETR4<XBSP>","3T2023",0.43660717924,0.43660717924,0.95303129306,-7259999.9998,926064000
"PETR4<XBSP>","4T2023",0.42901033284,0.42901033284,0.9582194622,-6849000,942741000
"RECV3<XBSP>","4T2018",1.0405802947,1.0405802947,1.5104064947,26657,454859
"RECV3<XBSP>","1T2019","-","-","-","-","-"
"RECV3<XBSP>","2T2019","-","-","-","-","-"
"RECV3<XBSP>","3T2019","-","-","-","-","-"
"RECV3<XBSP>","4T2019",0.18477635533,0.18477635533,1.0713255927,10142,1757047
"RECV3<XBSP>","1T2020","-","-","-","-","-"
"RECV3<XBSP>","2T2020","-","-","-","-","-"
"RECV3<XBSP>","3T2020","-","-","-","-","-"
"RECV3<XBSP>","4T2020",0.41325864086,0.41325864086,0.91094057158,-31577,1938543
"RECV3<XBSP>","1T2021",0.3707206174,0.3707206174,0.59419111864,-200205,1934034
"RECV3<XBSP>","2T2021",1.1992928335,1.1992928335,2.3099207108,780773,2938017
"RECV3<XBSP>","3T2021",1.1472040075,1.1472040075,2.0806112437,714793,2919178
"RECV3<XBSP>","4T2021",0.47195401571,0.47195401571,0.82987714238,-211723,3752625
"RECV3<XBSP>","1T2022",0.52974146225,0.52974146225,0.81448297489,-269175,3848625
"RECV3<XBSP>","2T2022",0.84566473454,0.84566473454,1.2855000222,483116,4841771
"RECV3<XBSP>","3T2022",0.9218702254,0.9218702254,1.8210483995,1092565,5203561
"RECV3<XBSP>","4T2022",0.8850775177,0.8850775177,1.5327401038,741237,5207738
"RECV3<XBSP>","1T2023",0.64113928018,0.64113928018,0.86986244589,-219775,5262727
"RECV3<XBSP>","2T2023",0.6144677725,0.6144677725,0.89829472237,-142066,5430351
"RECV3<XBSP>","3T2023",0.62874917705,0.62874917705,1.1182243361,137057,5868892
"RECV3<XBSP>","4T2023",0.59416536401,0.59416536401,1.0765306888,81571,5906096
"PRIO3<XBSP>","4T2009",32.780900409,32.780900409,32.366530241,344875,406866
"PRIO3<XBSP>","1T2010",46.690167998,46.690167998,42.955384192,304680,395564
"PRIO3<XBSP>","2T2010",15.027001491,15.027001491,13.252859274,246405,402320
"PRIO3<XBSP>","3T2010",17.72726495,17.72726495,14.598340319,158951,384494
"PRIO3<XBSP>","4T2010",70.56792158,70.56792158,69.502599801,2410949,2660807
"PRIO3<XBSP>","1T2011",42.281292059,42.281292059,41.591009421,2261934,2653050
"PRIO3<XBSP>","2T2011",5.131310773,5.131310773,22.675139477,936301,4336081
"PRIO3<XBSP>","3T2011",4.5344113287,4.5344113287,32.32172851,2077351,4355772
"PRIO3<XBSP>","4T2011",1.8941214669,1.8941214669,4.7918338903,2258075,4794581
"PRIO3<XBSP>","1T2012",1.6552121481,1.6552121481,2.4006358181,1193084,4971890
"PRIO3<XBSP>","2T2012",2.9375264804,2.9375264804,25.588646597,1392578,4310102
"PRIO3<XBSP>","3T2012",2.5292960665,2.5292960665,10.940292856,1128929,4133036
"PRIO3<XBSP>","4T2012",1.9079085098,1.9079085098,5.9932563443,818924,4094436
"PRIO3<XBSP>","1T2013",1.7047166497,1.7047166497,4.3783936599,728956,4003008
"PRIO3<XBSP>","2T2013",1.1661956599,1.1661956599,1.8225248492,292693,3910800
"PRIO3<XBSP>","3T2013",1.1601300423,1.1601300423,1.2497661662,94797,2900221
"PRIO3<XBSP>","4T2013",1.9329247949,1.9329247949,3.0082125431,449446,1651855
"PRIO3<XBSP>","1T2014",1.2837329786,1.2837329786,2.6844555746,377345,1718209
"PRIO3<XBSP>","2T2014",1.4365935025,1.4365935025,2.6422440677,408119,1682771
"PRIO3<XBSP>","3T2014",1.500598864,1.500598864,3.0010530359,463666,1750192
"PRIO3<XBSP>","4T2014",1.8462739386,1.8462739386,4.7898717332,637915,892817
"PRIO3<XBSP>","1T2015",1.6178105737,1.6178105737,4.0499818347,612842,935345
"PRIO3<XBSP>","2T2015",1.767503786,1.767503786,6.0079710029,624504,920293
"PRIO3<XBSP>","3T2015",1.6655049816,1.6655049816,4.798775464,705444,1052568
"PRIO3<XBSP>","4T2015",3.5953098139,3.5953098139,10.533720426,814399,1092278
"PRIO3<XBSP>","1T2016",3.289280303,3.289280303,7.7468213754,716364,994419
"PRIO3<XBSP>","2T2016",3.4019872282,3.4019872282,9.5803288338,641371,924413
"PRIO3<XBSP>","3T2016",3.499384347,3.499384347,13.442223974,725954,1030495
"PRIO3<XBSP>","4T2016",3.4467905099,3.4467905099,9.8163777945,701960,1003437
"PRIO3<XBSP>","1T2017",2.0529584205,2.0529584205,3.6723230052,674970,1313879
"PRIO3<XBSP>","2T2017",2.2549683931,2.2549683931,3.4840742184,650117,1283352
"PRIO3<XBSP>","3T2017",2.532799415,2.532799415,4.659485199,723934,1272600
"PRIO3<XBSP>","4T2017",2.3766295833,2.3766295833,3.9181331046,632803,1131544
"PRIO3<XBSP>","1T2018",2.6174858196,2.6174858196,4.3044220227,619632,1117152
"PRIO3<XBSP>","2T2018",2.1006286155,2.1006286155,2.8232274743,636166,1310165
"PRIO3<XBSP>","3T2018",2.7256004295,2.7256004295,4.7440321945,627058,1113288
"PRIO3<XBSP>","4T2018",2.0846310892,2.0846310892,2.8021596502,668576,1388820
"PRIO3<XBSP>","1T2019",0.22645096618,0.22645096618,0.73227094744,-246900,3917692
"PRIO3<XBSP>","2T2019",0.34772959225,0.34772959225,1.1374399558,120944,4114529
"PRIO3<XBSP>","3T2019",0.36946573122,0.36946573122,1.0014407879,1639,4347513
"PRIO3<XBSP>","4T2019",0.52505737446,0.52505737446,0.90615966266,-156693,5267323
"PRIO3<XBSP>","1T2020",0.44526091705,0.44526091705,0.74590344289,-590108,6776245
"PRIO3<XBSP>","2T2020",0.40803472062,0.40803472062,0.73393205087,-507560,6421931
"PRIO3<XBSP>","3T2020",0.4168826921,0.4168826921,0.80500366302,-399785,6642837
"PRIO3<XBSP>","4T2020",0.57862899793,0.57862899793,0.85669164516,-308034,6415995
"PRIO3<XBSP>","1T2021",1.1022842,1.1022842,1.7405200974,1743228,9060059
"PRIO3<XBSP>","2T2021",1.1278962954,1.1278962954,6.0957370174,4612121,10182820
"PRIO3<XBSP>","3T2021",0.99034185063,0.99034185063,4.459571613,4238508,10562188
"PRIO3<XBSP>","4T2021",1.1612183675,1.1612183675,5.6227549431,5020298,11241877
"PRIO3<XBSP>","1T2022",1.2225119809,1.2225119809,7.5202138463,5900461,12127688
"PRIO3<XBSP>","2T2022",1.0709592737,1.0709592737,8.1984288037,7002358,15495363
"PRIO3<XBSP>","3T2022",1.0900409287,1.0900409287,7.8195867156,9699921,19120009
"PRIO3<XBSP>","4T2022",1.088553166,1.088553166,7.6402169284,9214888,19413100
"PRIO3<XBSP>","1T2023",0.30459505874,0.30459505874,1.2223397048,706546,24245212
"PRIO3<XBSP>","2T2023",0.29898942543,0.29898942543,0.90082416043,-403389,24347114
"PRIO3<XBSP>","3T2023",0.36136022871,0.36136022871,1.3185436573,1228843,26857779
"PRIO3<XBSP>","4T2023",0.41063658987,0.41063658987,1.5286267062,1831063,26323685
"PTNT3<XBSP>","4T2007",1.4190393913,1.4190393913,2.0029371778,63302.096,138417.623
"PTNT3<XBSP>","1T2008",1.3481448919,1.3481448919,2.2070500685,67241.178,157812.157
"PTNT3<XBSP>","2T2008",1.1504588146,1.1504588146,1.4682743706,41519.334,141336.113
"PTNT3<XBSP>","3T2008",0.86859681392,0.86859681392,1.4077969642,35038.011,182896.925
"PTNT3<XBSP>","4T2008",0.74280380608,0.74280380608,1.4633645864,35439.971,206338.281
"PTNT3<XBSP>","1T2009",0.78004907077,0.78004907077,1.5246321195,45828.913,212925.553
"PTNT3<XBSP>","2T2009",0.88221658885,0.88221658885,1.5692069399,45601.097,183279.804
"PTNT3<XBSP>","3T2009",0.95599370086,0.95599370086,1.5733417746,47112.294,177800.83
"PTNT3<XBSP>","4T2009",0.89155593367,0.89155593367,1.6293773243,47445.057,187343.683
"PTNT3<XBSP>","1T2010",0.87353516167,0.87353516167,1.3828512348,34174.467,186250.892
"PTNT3<XBSP>","2T2010",0.84300810151,0.84300810151,1.3355414994,31747.822,189015.674
"PTNT3<XBSP>","3T2010",0.76856817007,0.76856817007,1.315150494,30973.237,233783.672
"PTNT3<XBSP>","4T2010",0.77017684592,0.77017684592,1.583105424,51498.934,255894.391
"PTNT3<XBSP>","1T2011",0.77778476125,0.77778476125,1.7603877074,62629.808,256642.197
"PTNT3<XBSP>","2T2011",0.77896360106,0.77896360106,1.8420558317,65558.101,258519.383
"PTNT3<XBSP>","3T2011",0.7478601596,0.7478601596,1.8504006961,66934.219,268558.392
"PTNT3<XBSP>","4T2011",0.74249746396,0.74249746396,1.9459985328,66958.024,265839.629
"PTNT3<XBSP>","1T2012",0.76490213598,0.76490213598,1.8618295696,69165.403,260923.767
"PTNT3<XBSP>","2T2012",0.74382627143,0.74382627143,1.8906294474,67127.022,259658.05
"PTNT3<XBSP>","3T2012",0.75695072404,0.75695072404,1.4633302076,47463.445,266941.627
"PTNT3<XBSP>","4T2012",0.74099518819,0.74099518819,1.1392590694,16564.502,256859.96
"PTNT3<XBSP>","1T2013",0.79787571342,0.79787571342,1.1236504847,17851.396,266080.461
"PTNT3<XBSP>","2T2013",0.76456722045,0.76456722045,0.9713275108,-4649.6550002,267907.445
"PTNT3<XBSP>","3T2013",0.76259481705,0.76259481705,1.1902682523,25003.398,266702.933
"PTNT3<XBSP>","4T2013",0.7453460515,0.7453460515,1.3220080282,36238.968,264020.321
"PTNT3<XBSP>","1T2014",0.80758930101,0.80758930101,1.3100265729,41175.141,268604.646
"PTNT3<XBSP>","2T2014",0.77800182058,0.77800182058,1.3832448754,42249.708,254568.764
"PTNT3<XBSP>","3T2014",0.78173557038,0.78173557038,1.4485710625,52792.593,279130.494
"PTNT3<XBSP>","4T2014",0.7484372939,0.7484372939,1.4813053216,54670.454,297663.594
"PTNT3<XBSP>","1T2015",0.76685341135,0.76685341135,1.3435777657,50476.936,331601.387
"PTNT3<XBSP>","2T2015",0.77538511502,0.77538511502,1.3246602679,46364.615,326949.725
"PTNT3<XBSP>","3T2015",0.77121254928,0.77121254928,1.3385290932,55039.473,386419.138
"PTNT3<XBSP>","4T2015",0.7330247412,0.7330247412,1.2834657394,42918.615,374230.281
"PTNT3<XBSP>","1T2016",0.76331908586,0.76331908586,1.2992080597,47286.673,357660.172
"PTNT3<XBSP>","2T2016",0.79953113739,0.79953113739,1.3424853303,51742.071,343832.303
"PTNT3<XBSP>","3T2016",0.83433747912,0.83433747912,1.4545779372,63940.869,355366.291
"PTNT3<XBSP>","4T2016",0.83859351307,0.83859351307,1.3538434449,47666.392,322536.025
"PTNT3<XBSP>","1T2017",0.88004242415,0.88004242415,1.3412016053,52210.266,321570.199
"PTNT3<XBSP>","2T2017",0.90518279188,0.90518279188,1.2156174122,35668.64,328995.045
"PTNT3<XBSP>","3T2017",0.94714193056,0.94714193056,1.2696338073,41471.646,319105.212
"PTNT3<XBSP>","4T2017",0.95916822193,0.95916822193,1.303795242,48271.699,332201.854
"PTNT3<XBSP>","1T2018",0.96035356117,0.96035356117,1.3553893322,58498.361,336076.544
"PTNT3<XBSP>","2T2018",0.97822505142,0.97822505142,1.3561201191,60655.639,356444.471
"PTNT3<XBSP>","3T2018",1.0019136455,1.0019136455,1.4442945648,77915.418,389063.247
"PTNT3<XBSP>","4T2018",0.9494287105,0.9494287105,1.2900955561,50810.156,365405.626
"PTNT3<XBSP>","1T2019",0.94345967432,0.94345967432,1.1863098656,41079.602,376487.068
"PTNT3<XBSP>","2T2019",0.94342659254,0.94342659254,1.2589686395,51096.048,378700.535
"PTNT3<XBSP>","3T2019",0.98009030093,0.98009030093,1.3600210967,71942.601,420507.864
"PTNT3<XBSP>","4T2019",0.92660956739,0.92660956739,1.3563083472,64403.968,418364.165
"PTNT3<XBSP>","1T2020",0.9026222533,0.9026222533,1.2036123913,57079.888,527132.775
"PTNT3<XBSP>","2T2020",0.86014935814,0.86014935814,1.235052273,62922.086,558736.681
"PTNT3<XBSP>","3T2020",0.91715636031,0.91715636031,1.5921210592,148080.858,614589.954
"PTNT3<XBSP>","4T2020",0.9545080102,0.9545080102,1.6387941551,144325.486,598332.631
"PTNT3<XBSP>","1T2021",0.97849681027,0.97849681027,1.6337855213,154515.28,633177.489
"PTNT3<XBSP>","2T2021",1.0218867741,1.0218867741,1.6289217075,147485.563,581517.531
"PTNT3<XBSP>","3T2021",1.0292552606,1.0292552606,1.59569635,157712.167,631814.872
"PTNT3<XBSP>","4T2021",1.1365452393,1.1365452393,1.8687471522,185910.425,626130.545
"PTNT3<XBSP>","1T2022",1.1850826074,1.1850826074,1.8170471809,175883.195,597525.12
"PTNT3<XBSP>","2T2022",1.1174638483,1.1174638483,1.6047606549,163847.139,656979.476
"PTNT3<XBSP>","3T2022",1.0767159307,1.0767159307,1.4722585305,152728.541,698955.589
"PTNT3<XBSP>","4T2022",1.0770206494,1.0770206494,1.7745524264,191024.807,713271.125
"PTNT3<XBSP>","1T2023",1.0898005832,1.0898005832,1.6821705278,181036.116,707921.513
"PTNT3<XBSP>","2T2023",1.0837677644,1.0837677644,1.6813288104,155567.237,655757.248
"PTNT3<XBSP>","3T2023",1.0999158374,1.0999158374,2.1092684361,230567.267,719398.152
"PTNT3<XBSP>","4T2023",1.1341702044,1.1341702044,2.5010866345,251922.029,735026.252
"PTNT4<XBSP>","4T2007",1.4190393913,1.4190393913,2.0029371778,63302.096,138417.623
"PTNT4<XBSP>","1T2008",1.3481448919,1.3481448919,2.2070500685,67241.178,157812.157
"PTNT4<XBSP>","2T2008",1.1504588146,1.1504588146,1.4682743706,41519.334,141336.113
"PTNT4<XBSP>","3T2008",0.86859681392,0.86859681392,1.4077969642,35038.011,182896.925
"PTNT4<XBSP>","4T2008",0.74280380608,0.74280380608,1.4633645864,35439.971,206338.281
"PTNT4<XBSP>","1T2009",0.78004907077,0.78004907077,1.5246321195,45828.913,212925.553
"PTNT4<XBSP>","2T2009",0.88221658885,0.88221658885,1.5692069399,45601.097,183279.804
"PTNT4<XBSP>","3T2009",0.95599370086,0.95599370086,1.5733417746,47112.294,177800.83
"PTNT4<XBSP>","4T2009",0.89155593367,0.89155593367,1.6293773243,47445.057,187343.683
"PTNT4<XBSP>","1T2010",0.87353516167,0.87353516167,1.3828512348,34174.467,186250.892
"PTNT4<XBSP>","2T2010",0.84300810151,0.84300810151,1.3355414994,31747.822,189015.674
"PTNT4<XBSP>","3T2010",0.76856817007,0.76856817007,1.315150494,30973.237,233783.672
"PTNT4<XBSP>","4T2010",0.77017684592,0.77017684592,1.583105424,51498.934,255894.391
"PTNT4<XBSP>","1T2011",0.77778476125,0.77778476125,1.7603877074,62629.808,256642.197
"PTNT4<XBSP>","2T2011",0.77896360106,0.77896360106,1.8420558317,65558.101,258519.383
"PTNT4<XBSP>","3T2011",0.7478601596,0.7478601596,1.8504006961,66934.219,268558.392
"PTNT4<XBSP>","4T2011",0.74249746396,0.74249746396,1.9459985328,66958.024,265839.629
"PTNT4<XBSP>","1T2012",0.76490213598,0.76490213598,1.8618295696,69165.403,260923.767
"PTNT4<XBSP>","2T2012",0.74382627143,0.74382627143,1.8906294474,67127.022,259658.05
"PTNT4<XBSP>","3T2012",0.75695072404,0.75695072404,1.4633302076,47463.445,266941.627
"PTNT4<XBSP>","4T2012",0.74099518819,0.74099518819,1.1392590694,16564.502,256859.96
"PTNT4<XBSP>","1T2013",0.79787571342,0.79787571342,1.1236504847,17851.396,266080.461
"PTNT4<XBSP>","2T2013",0.76456722045,0.76456722045,0.9713275108,-4649.6550002,267907.445
